"id","名 称","名称カナ","所在地","電話","常勤薬剤師の人数","非常勤薬剤師の人数","常勤薬剤師数及び非常勤薬剤師数を常勤換算した数との合計数","前年の実施件数","前年（前年度）の患者数（延べ数）","前年の延件数","前年の実数"
"14117266","はまなす薬局","ハマナスヤッキョク","ズシシズシ５－１－１２　カサハラビルＢ　１カイ","046-872-3394","1","1","1.6","1","2485","20","30"
"14117274","オレンジ薬局鎌倉店","オレンジヤッキョクカマクラテン","カマクラシオウギガヤツ１－８－９　カマコウカイカンビル１０８","0467-61-2312","2","1","2.8","0","2186","89","21"
"14117282","葉山ひかり薬局一号店","ハヤマヒカリヤッキョクイチゴウテン","ミウラグンハヤママチイッシキ１７３６－２","046-877-1251","3","4","4.0","0","24238","130","14"
"14117290","薬局大船","ヤッキョクオオフナ","カマクラシオカモト２－６－３５ー１カイ","0467-47-1901","1","4","3","0","10563","240","25"
"14117304","あおば薬局","アオバヤッキョク","カマクラシ　ユキノシタ　３－１－３２","0467-23-5494","2","0","2","0","6490","1","10"
"14117312","あおば薬局逗子店","アオバヤッキョク　ズシテン","ズシシサクラヤマ４－１－１６","046-873-7867","3","2","4","0","8392","1765","7"
"14117320","カノン薬局","カノンヤッキョク","カマクラシオカモト２－５－１１　ダイニダイカンビル１０４","0467-45-7311","2","2","3","0","15000","87","3"
"14117339","クオール薬局　稲村ヶ崎店","クオールヤッキョク　イナムラガサキテン","カマクラシ　イナムラガサキ３－３－３０","0467-22-1763","1","3","1.1","10","6365","95","25"
"14117355","田園薬局","デンエンヤッキョク","カマクラシオオフナ１－１０－１６","0467-43-2330","6","2","7.4","0","36009","19","17"
"14117363","共創未来仲通薬局","キョウソウミライナカドオリヤッキョク","カマクラシオオフナ１－１２－１１","0467-40-2042","1","1","1.8","0","9134","0","51"
"14117371","ういろう駅前店調剤薬局","ウイロウエキマエテンチョウザイヤッキョク","オダワラシサカエチョウ１－２－１０　アキヤマビル１Ｆ","0465-24-0268","2","4","2","0","10086","6","3"
"14117380","かもの宮薬局","カモノミヤヤッキョク","オダワラシカモノミヤ３０９－１","0465-46-0288","3","0","3.0","2","10812","3652","20"
"14117398","新生薬局","シンセイヤッキョク","オダワラシナカソネ７８","0465-37-7338","1","1","1.2","0","9877","0","1"
"14117401","新百合薬局","シンユリヤッキョク","オダワラシカモノミヤ６６６－３－１","0465-46-1065","1","1","2","0","10554","0","60"
"14117410","なかやま薬局","ナカヤマヤッキョク","オダワラシホンチョウ２－１３－１１","0465-22-3246","2","0","0","0","3555","0","7"
"14117444","珊瑚薬局小田原店","サンゴヤッキョクオダワラテン","オダワラシサカエチョウ１－１４－４１　オトワプラザビル１カイ","0465-21-5908","2","4","3","1","38329","0","5"
"14117452","西大友薬局","ニシオオトモヤッキョク","オダワラシニシオオドモ３－１","0465-39-2919","2","1","2.5","0","11407","346","340"
"14117460","アイン薬局湯河原店","アインヤッキョクユガワラテン","アシガラシモグンユガワラマチチュウオウニチョウメ７－１５","0465-60-0920","3","5","3","0","3521","9","0"
"14117479","ハックエクスプレス小田原ラスカ薬局","ハックエクスプレスオダワララスカヤッキョク","オダワラシサカエチョウ１－１－９　オダワララスカ２Ｆ","0465-21-2889","5","3","6.0","0","28978","0","5"
"14117487","株式会社オクツ薬局","カブシキガイシャオクツヤッキョク","オダワラシハマチョウ１－１４－１","0465-24-2622","2","1","2.5","1","1526","3","10"
"14117495","しらゆり薬局","シラユリヤッキョク","オダワラシナカムラハラ７３２","0465-43-5512","1","0","1","0","7929","0","0"
"14117525","みなみぐち薬局","ミナミグチヤッキョク","オダワラシミナミカモノミヤ３－４９－５","0465-46-1780","1","5","2","2","6503","101","12"
"14117533","アイセイ薬局富水店","アイセイヤッキョクトミズテン","オダワラシホリノウチ２１８－１","0465-38-0737","3","2","4.4","0","14725","38","60"
"14117541","下大井ほし薬局","シモオオイホシヤッキョク","オダワラシシモオオイ６１０－１","0465-39-1136","1","1","1.3","0","9500","0","0"
"14117568","いちょう薬局","イチョウヤッキョク","オダワラシナカザト３７８","0465412001","3","0","3","0","14520","0","0"
"14117576","すずらん薬局","スズランヤッキョク","オダワラシナガツカ７－３","0465-41-1415","2","3","4.0","0","24718","0","2"
"14117622","桜木薬局","サクラギヤッキョク","アシガラシモグンハコネマチユモト６９２","0460-85-5225","3","1","3.1","0","3002","168","10"
"14117630","有限会社アポテックハコネ薬局","ユウゲンガイシャアポテックハコネヤッキョク","アシガラシモグンハコネマチユモト６１１","0460-86-4323","1","1","2.0","0","4800","0","0"
"14117665","有限会社あかね調剤薬局","ユウゲンガイシャアカネチョウザイヤッキョク","アシガラシモグンハコネマチミヤギノ６２５－１","0460-86-1193","1","3","2","0","5915","0","30"
"14117673","さくらい薬局","サクライヤッキョク","アシガラシモグンユガワラマチドイ２－５－１８","0465-63-9988","2","0","2","0","1840","0","0"
"14117681","さかえ薬局湯河原支店","サカエヤッキョクユガワラシテン","アシガラシモグンユガワラマチドイ１－３－１０","0465-63-9050","3","4","5.2","3","27690","43","0"
"14117690","クオール薬局湯河原店","クオールヤッキョクユガワラテン","アシガラシモグンユガワラマチドイ１－１４－１３","0465-63-1063","4","2","4","4","23988","162","68"
"14117703","ポプラ薬局湯河原中央店","ポプラヤッキョクユガワラチュウオウテン","アシガラシモグンユガワラマチチュウオウ２－６－９","0465-60-3325","4","2","5.5","0","20390","34","9"
"14117711","有限会社トキワ薬局","ユウゲンガイシャトキワヤッキョク","アシガラシモグンユガワラマチチュウオウ１－２５－１３","0465-62-3672","2","1","2.4","3","11373","6","20"
"14117720","有限会社トキワ薬局宮上店","ユウゲンガイシャトキワヤッキョクミヤカミテン","アシガラシモグンユガワラマチミヤカミ５０－７","0465-63-8103","1","2","2.5","4","16369","490","258"
"14117754","有限会社吉田薬局","ユウゲンガイシャヨシダヤッキョク","アシガラシモグンマナヅルマチマナヅル７１４","0465-68-0746","2","0","2.0","0","1838","74","0"
"14117770","蛍田薬局","ホタルダヤッキョク","オダワラシレンショウジ７８３－４０","0465-36-4775","1","0","1","0","1263","0","0"
"14117789","あさひ調剤薬局","アサヒチョウザイヤッキョク","オダワラシレンショウジ３５８－１　ベルデュールホタルダ１０２ゴウシツ","0465-36-1569","2","4","4.1","3","16719","64","15"
"14117797","皇漢堂薬局本店","コウカンドウヤッキョクホンテン","オダワラシレンショウジ１４８－２","0465-37-6600","1","0","1.0","253","253","0","0"
"14117819","株式会社済生堂薬局小西本店","カブシキガイシャサイセイドウヤッキョクコニシホンテン","オダワラシホンチョウ４－２－４８","0465-22-2014","1","1","1.1","0","977","0","0"
"14117827","きらり薬局　小田原店","キラリヤッキョク　オダワラテン","オダワラシホンチョウ４－１－２５","0465-23-3211","3","2","3.2","1","14539","152","0"
"14117843","外郎藤右衛門薬局","ウイロウトウエモンヤッキョク","オダワラシホンチョウ１－１３－１７","0465-24-0560","3","0","3.0","0","0","0","0"
"14117851","漢方専門薬局悠久庵","カンポウセンモンヤッキョク　ユウキュウアン","オダワラシホンチョウ１－１２－２４","0465-24-4149","1","1","1.2","0","0","0","0"
"14117860","平安薬局　小田原店","ヘイアンヤッキョク　オダワラテン","オダワラシ　ホンチョウ１－１－１６","0465-21-6331","11","5","14.0","0","60309","566","162"
"14117878","合資会社　楽天堂薬局","ゴウシガイシャ　ラクテンドウヤッキョク","オダワラシホンチヨウ１－１０－１９","0465-24-1358","1","0","1","0","0","0","0"
"14117886","ウエルシア薬局小田原堀之内店","ウエルシアヤッキョクオダワラホリノウチテン","オダワラシホリノウチ２２２－１","0465-39-3389","5","2","4.3","2","22283","832","8"
"14117894","株式会社川口薬局","カブシキガイシャカワグチヤッキョク","オダワラシ　ホリノウチ２０６","0465-36-2603","2","0","2","0","6284","0","0"
"14117908","そうごう薬局　富水店","ソウゴウヤッキョク　トミズテン","オダワラシホリノウチ１６－９","0465-39-4601","2","3","2","0","4221","80","4"
"14117916","ひかり薬局本店","ヒカリヤッキョク　ホンテン","オダワラシハマチョウ３－１１－１０","0465-24-0612","6","0","6","1","8287","905","5"
"14117924","のぞみ薬局","ノゾミヤッキョク","オダワラシハマチョウ１－１０－３２","0465-24-9333","1","2","2","0","3951","0","3"
"14117932","いずみ薬局","イズミヤッキョク","オダワラシイイズミ８４１－６","0465-45-0660","2","0","2","12","18757","32","182"
"14117940","Ｔ・Ｋ薬局","ティ・ケイ・ヤッキョク","オダワラシイタバシ９５","0465-22-5536","3","2","3.5","0","29146","0","32"
"14117959","株式会社矢野光信堂薬局","カブシキガイシャヤノコウシンドウヤッキョク","オダワラシイタバシ１８０","0465-22-5256","1","2","1.8","0","3500","0","2"
"14117975","有限会社小西漢方薬局","ユウゲンガイシャコニシカンポウヤッキョク","オダワラシミナミカモノミヤ３－５－２１","0465-47-9887","2","0","2.0","0","85","0","0"
"14117983","有限会社セントラル薬局","ユウゲンガイシャセントラルヤッキョク","オダワラシミナミカモノミヤ３－３３－１","0465-47-6952","2","0","2","0","23892","0","2"
"14117991","むぎのめ薬局","ムギノメヤッキョク","オダワラシ　ミナミカモノミヤ３－１８－１３","0465-49-2232","4","1","4.1","2","13844","0","50"
"14118009","サンファーマシー","サンファーマシー","オダワラシミナミカモノミヤ３－１２－４","0465-47-9383","1","1","2.0","5","11706","0","41"
"14118025","エール薬局","エールヤッキョク","オダワラシナカザト７７－１","0465-41-1117","4","3","4.6","2","23224","12","6"
"14118041","皇漢堂薬局魚市場支店","コウカンドウヤッキョクウオイチバシテン","オダワラシハヤカワ１－６－１０","0465-24-0122","1","0","1.0","0","0","0","0"
"14118050","アルファ薬局","アルファヤッキョク","オダワラシソビ１７５５－１フジレジデンス１０２","0465-39-2300","1","4","2","0","15054","0","5"
"14118084","有限会社わかば調剤薬局","ユウゲンガイシャワカバチョウザイヤッキョク","オダワラシソガキシ１２０－２","0465-41-1102","6","1","6.0","0","26535","250","0"
"14118092","扇町オクツ薬局","オウギチョウオクツヤッキョク","オダワラシオウギチョウ４－７－１５","0465-35-9401","2","2","3","0","24455","3","0"
"14118114","せいらん薬局","セイランヤッキョク","オダワラシオオギチョウ３－１７－５","0465-34-1144","1","0","0","5","927","0","10"
"14118122","扇町薬局","オウギチョウヤッキョク","オダワラシオウギチョウ１－１６－３７　ミヤウチビル１０３","0465-32-2320","1","3","2.2","1","10395","22","4"
"14118165","有限会社帰陽堂オギクボ薬局","ユウゲンガイシャキヨウドウオギクボヤッキョク","オダワラシシロヤマ２－１５－２９","0465-34-8212","1","2","1.4","0","10343","1","4"
"14118173","アペックス小田原薬局","アペックスオダワラヤッキョク","オダワラシサカエチョウ１－１４－４８ジャンボーナックビル３カイ","0465-20-4502","1","3","2.1","0","3417","0","0"
